,sentence,paraphrase_word
11396,my eyes are *bloodshot* .,sore
11397,my eyes are *bloodshot* .,burning
11398,my eyes are *bloodshot* .,red
11399,my eyes are *sore* .,bloodshot
11400,my eyes are *sore* .,burning
11401,my eyes are *sore* .,red
11402,my eyes are *burning* .,bloodshot
11403,my eyes are *burning* .,sore
11404,my eyes are *burning* .,red
11405,my eyes are *red* .,bloodshot
11406,my eyes are *red* .,sore
11407,my eyes are *red* .,burning
11408,i 'm not *mad* at you .,angry
11409,i 'm not *upset* with you .,angry
11410,i 'm not *angry* with you .,upset
11411,i 'm not angry *with* you .,at
11412,i 'm not *angry* at you .,mad
11413,i 'm not angry *at* you .,with
11414,i saw her *clean* the room .,sweep
11415,i saw her *sweep* the room .,clean
11416,i saw *him* enter the room .,her
11417,i saw *her* enter the room .,him
11418,why do you *doubt* me ?,distrust
11419,why do you *distrust* me ?,doubt
11420,new york is a *big* city .,huge
11421,new york is a *huge* city .,big
11422,return to your *place* .,seat
11423,return to your *seat* .,place
11424,i received *your* letter yesterday .,her
11425,i received your *letter* yesterday .,message
11426,i received *her* letter yesterday .,your
11427,i received your *message* yesterday .,letter
11428,you have *n't* changed at all .,not
11429,you have *not* changed at all .,n't
11430,you have n't changed *one* bit .,a
11432,what did you do *last* evening ?,yesterday
11433,what did you do *yesterday* evening ?,last
11434,i 'm not *afraid* of you .,scared
11435,you *do* n't scare me .,ca
11436,you do n't *scare* me .,frighten
11437,you *ca* n't s*ca*re me .,do
11438,you do n't *frighten* me .,scare
11439,i 'm not *scared* of you .,afraid
11440,i *continued* working .,kept
11441,i *kept* working .,continued
11442,those are *my* shoes .,hers
11443,those shoes are *hers* .,my
11444,she does *n't* need to work .,not
11445,she does *not* need to work .,n't
11446,she does not *need* to work .,have
11447,she does not *have* to work .,need
11448,you forgot to turn off the *light* .,lights
11449,you forgot to turn the *lights* off .,light
11450,i *did* n't hear anything .,do
11451,i *did* n't hear anything .,ca
11452,i *did* n't hear anything .,could
11453,i ca n't *feel* anything .,smell
11454,i *ca* n't feel anything .,do
11455,i ca n't *feel* anything .,hear
11456,i ca n't *smell* anything .,feel
11457,i *ca* n't smell anything .,do
11458,i ca n't *smell* anything .,hear
11459,i *do* n't feel anything .,ca
11460,i do n't *feel* anything .,hear
11461,i do n't *feel* anything .,sense
11462,i do n't *feel* anything .,smell
11463,i *do* n't hear anything .,did
11464,i do n't *hear* anything .,feel
11465,i do n't *hear* anything .,sense
11466,i do n't *hear* anything .,smell
11467,i *do* n't hear anything .,ca
11468,i *do* n't hear anything .,could
11469,i do n't *sense* anything .,feel
11470,i do n't *sense* anything .,hear
11471,i do n't *sense* anything .,smell
11472,i *do* n't smell anything .,ca
11473,i do n't *smell* anything .,feel
11474,i do n't *smell* anything .,hear
11475,i do n't *smell* anything .,sense
11476,i *ca* n't hear anything .,did
11477,i ca n't *hear* anything .,feel
11478,i ca n't *hear* anything .,smell
11479,i *ca* n't hear anything .,do
11480,i *ca* n't hear anything .,could
11481,i *could* n't hear anything .,did
11482,i *could* n't hear anything .,do
11483,i *could* n't hear anything .,ca
11484,i do n't know *whether* he 'll come .,if
11485,i do n't know *if* he 'll come .,whether
11486,what time *will* the game start ?,does
11487,what time *does* the game start ?,will
11488,what time does the *game* start ?,play
11489,what time does the *play* start ?,game
11490,i belong to *the* swimming club .,a
11491,i belong to *a* swimming club .,the
11492,i called *you* yesterday .,him
11493,i called *you* yesterday .,her
11494,i called *him* yesterday .,you
11495,i called *him* yesterday .,her
11496,i called *her* yesterday .,you
11497,i called *her* yesterday .,him
11498,tom 's *home* .,returned
11499,tom *'s* home .,was
11500,tom *'s* home .,is
11501,tom 's *returned* .,home
11502,tom *'s* returned .,has
11503,tom *is* back .,came
11504,tom *is* back .,went
11505,tom is *back* .,home
11506,tom *came* back .,is
11507,tom *came* back .,went
11508,tom *was* home .,'s
11509,tom *was* home .,is
11510,tom *went* back .,is
11511,tom *went* back .,came
11512,tom *is* at home .,was
11513,tom is *back* again .,here
11514,tom is *here* again .,back
11515,tom *was* at home .,is
11516,tom *is* home .,'s
11517,tom is *home* .,back
11518,tom *is* home .,was
11519,tom *has* returned .,'s
11520,the train has *n't* arrived yet .,not
11521,the train has n't *arrived* yet .,come
11522,the train has *not* arrived yet .,n't
11523,the train has n't *come* yet .,arrived
11524,do *you* eat rice in *you*r country ?,people
11525,do *people* in your country eat rice ?,you
11526,why did n't *you* come ?,she
11527,why did n't *she* come ?,you
11528,how much *money* do you have ?,cash
11529,how much money *do* you have ?,got
11530,how much *cash* do you have ?,money
11531,how much money have you *got* ?,do
11532,what does *that* mean in arabic ?,this
11533,what does *this* mean in arabic ?,that
11534,where were you *three* years ago ?,3
11535,where were you *3* years ago ?,three
11536,do n't you remember *them* ?,him
11537,do n't you remember *them* ?,her
11538,do n't you remember *him* ?,them
11539,do n't you remember *him* ?,her
11540,do n't you remember *her* ?,them
11541,do n't you remember *her* ?,him
11542,this is very *useful* .,helpful
11543,you 've been a *great* help .,big
11544,you 've been a *big* help .,great
11545,you 've been *quite* helpful .,really
11546,this is very *helpful* .,useful
11547,that helps *us* a lot .,out
11548,that helps *out* a lot .,us
11549,you 've been *really* helpful .,quite
11550,where *'s* the map ?,is
11551,where *is* the map ?,'s
11552,none of us *speak* french .,speaks
11553,none of us *speaks* french .,speak
11554,you just missed *him* .,her
11555,you just missed *her* .,him
11556,*it* is n't mine .,this
11557,*it* is n't mine .,that
11558,*this* is n't mine .,it
11559,this is *n't* mine .,not
11560,*this* is n't mine .,that
11561,*it* 's not mine .,that
11562,*that* 's not mine .,it
11563,this is *not* mine .,n't
11564,*that* is n't mine .,it
11565,*that* is n't mine .,this
11566,i saw *you* smile .,him
11567,i saw *you* smile .,her
11568,i saw you *smile* .,smiling
11569,i saw *him* smile .,you
11570,i saw *him* smile .,her
11571,i saw *her* smile .,you
11572,i saw *her* smile .,him
11573,i saw you *smiling* .,smile
11574,i talked *to* her .,with
11575,i *talked* to her .,spoke
11576,i talked with *him* .,her
11577,i *talked* with him .,spoke
11578,i talked *with* her .,to
11579,i talked with *her* .,him
11580,i *talked* with her .,spoke
11581,i had a *talk* with him .,conversation
11582,i had a *talk* with him .,chat
11583,i 've spoken with *him* .,her
11584,i 've spoken with *her* .,him
11585,i *spoke* with him .,talked
11586,i spoke with *him* .,her
11587,i spoke *with* him .,to
11588,i *spoke* with her .,talked
11589,i spoke with *her* .,him
11590,i spoke *with* her .,to
11591,i had a *conversation* with him .,talk
11592,i had a *conversation* with him .,chat
11593,i had a *chat* with him .,talk
11594,i had a *chat* with him .,conversation
11595,i spoke *to* him .,with
11596,i spoke to *him* .,her
11597,i *spoke* to her .,talked
11598,i spoke *to* her .,with
11599,i spoke to *her* .,him
11600,tom is very *chatty* .,talkative
11601,tom is very *chatty* .,articulate
11602,tom is *quite* talkative .,very
11603,tom is quite *talkative* .,articulate
11604,tom is very *talkative* .,chatty
11605,tom is *very* talkative .,quite
11606,tom is very *talkative* .,articulate
11607,tom is quite *articulate* .,talkative
11608,tom is *quite* articulate .,very
11609,tom is very *articulate* .,chatty
11610,tom is very *articulate* .,talkative
11611,tom is *very* articulate .,quite
11612,tom *studied* hard .,worked
11613,tom *worked* hard .,studied
11614,tom worked *very* hard .,has
11615,tom *has* worked hard .,very
11616,that 's a *nice* picture .,pretty
11617,that 's a *pretty* picture .,nice
11618,i think tom *likes* me .,loves
11619,i think tom *loves* me .,likes
11620,english is not my *native* language .,first
11621,english is not my *first* language .,native
11622,english is *not* my first language .,n't
11623,english is *n't* my first language .,not
11624,english is n't *my* first language .,his
11625,english is n't *his* first language .,my
11626,it 's *just* a theory .,only
11627,it 's *only* a theory .,just
11628,you *'ll* get well soon .,will
11629,you *will* soon get well .,'ll
11630,i wo n't let *him* go there .,her
11631,i wo n't let *her* go t*her*e .,him
11632,i hugged *her* .,them
11633,i hugged *them* .,her
11634,does n't *it* bother you ?,that
11635,does n't *that* bother you ?,it
11636,the *earth* is similar to an orange in shape .,globe
11637,the *globe* is similar in shape to an orange .,earth
11638,ca n't you put *it* off until tomorrow ?,him
11639,you ca n't put *him* off until tomorrow ?,it
11640,i can *swim* .,win
11641,i *might* win .,may
11642,i *might* win .,can
11643,i *may* win .,might
11644,i *may* win .,can
11645,i can *win* .,swim
11646,i *can* win .,might
11647,i *can* win .,may
11648,my brother *is* now in australia .,'s
11649,my brother *is* in australia now .,'s
11650,my brother *'s* in australia now .,is
11651,my brother *'s* in australia now .,is
11652,it 's because *she* loves me .,he
11653,it 's because *he* loves me .,she
11654,i 'll find *him* for you .,her
11655,i 'll find *him* for you .,it
11656,i 'll find *her* for you .,him
11657,i 'll find *her* for you .,it
11658,i 'll find *it* for you .,him
11659,i 'll find *it* for you .,her
11660,my *kids* love animals .,children
11661,my *children* love animals .,kids
11662,i remember *meeting* the queen .,seeing
11663,i remember *seeing* the queen .,meeting
11664,let 's not discuss *it* .,this
11665,let 's not discuss *this* .,it
11666,tom does n't *like* me .,love
11667,tom *does* n't like me .,did
11668,tom does n't *love* me .,like
11669,tom *did* n't like me .,does
11670,i 'm seeing *him* again tonight .,her
11671,i 'm seeing *her* again tonight .,him
11672,do you want *me* to stay ?,him
11673,do you want *me* to stay ?,her
11674,do you want *him* to stay ?,me
11675,do you want *him* to stay ?,her
11676,do you want *her* to stay ?,me
11677,do you want *her* to stay ?,him
11678,tell us about *it* .,him
11679,tell us about *it* .,her
11680,tell us about *it* .,that
11681,tell us about *him* .,it
11682,tell us about *him* .,her
11683,tell us about *him* .,that
11684,tell us about *her* .,it
11685,tell us about *her* .,him
11686,tell us about *her* .,that
11687,tell us about *that* .,it
11688,tell us about *that* .,him
11689,tell us about *that* .,her
11690,how *brave* you are !,vigorous
11691,how *brave* you are !,strong
11692,how *vigorous* you are !,brave
11693,how *vigorous* you are !,strong
11694,how *strong* you are !,brave
11695,how *strong* you are !,vigorous
11696,i have two *nieces* .,cousins
11697,i have two *nieces* .,nephews
11698,i have two *nieces* .,niblings
11699,i have two *nieces* .,grandchildren
11700,i have two *cousins* .,nieces
11701,i have two *cousins* .,nephews
11702,i have two *cousins* .,niblings
11703,i have two *cousins* .,grandchildren
11704,i have two *nephews* .,nieces
11705,i have two *nephews* .,cousins
11706,i have two *nephews* .,niblings
11707,i have two *nephews* .,grandchildren
11708,i have two *niblings* .,nieces
11709,i have two *niblings* .,cousins
11710,i have two *niblings* .,nephews
11711,i have two *niblings* .,grandchildren
11712,i have two *grandchildren* .,nieces
11713,i have two *grandchildren* .,cousins
11714,i have two *grandchildren* .,nephews
11715,i have two *grandchildren* .,niblings
11716,is *she* your sister ?,that
11717,is *that* your sister ?,she
11718,thank you for *your* invitation .,the
11719,thank you for *the* invitation .,your
11720,does *that* sound familiar ?,it
11721,does *it* sound familiar ?,that
11722,*grab* my hand .,hold
11723,*grab* my hand .,take
11724,*hold* my hand .,grab
11725,*hold* my hand .,take
11726,*take* my hand .,grab
11727,*take* my hand .,hold
11728,go *find* tom .,see
11729,go *find* tom .,meet
11730,be careful *of* tom .,with
11731,be careful *with* tom .,of
11732,*follow* tom .,find
11733,*follow* tom .,watch
11734,*find* tom .,follow
11735,*find* tom .,watch
11736,*watch* tom .,follow
11737,*watch* tom .,find
11738,go *see* tom .,find
11739,go *see* tom .,meet
11740,look *at* tom .,after
11741,look *after* tom .,at
11742,go *meet* tom .,find
11743,go *meet* tom .,see
11744,i *usually* go to the barber once a month .,'s
11745,i go to the barber *'s* once a month .,usually
11746,i *like* skiing .,love
11747,i *love* skiing .,like
11748,today is *not* so cold .,n't
11749,today is *n't* so cold .,not
11750,i know what *he* did .,she
11751,i know *what* he did .,it
11752,i know what *she* did .,he
11753,i know he did *it* .,what
11754,she is *famous* as a singer .,noted
11755,she is *noted* as a singer .,famous
11756,she is a *noted* singer .,famous
11757,she is a *noted* singer .,well-known
11758,she is a *famous* singer .,noted
11759,she is a *famous* singer .,well-known
11760,she is a *well-known* singer .,noted
11761,she is a *well-known* singer .,famous
11762,a true friend would *'ve* helped me .,have
11763,a true friend would *have* helped me .,'ve
11764,betty killed *her* .,him
11765,betty killed *him* .,her
11766,betty *killed* him .,murdered
11767,betty *murdered* him .,killed
11768,how many books *do* you have ?,got
11769,how many books have you *got* ?,do
11770,he has three *wires* .,sons
11771,he has three *sons* .,wires
11772,she has three *children* .,kids
11773,she has three *kids* .,children
11774,was *his* story true ?,her
11775,was *her* story true ?,his
11776,this is *my* desk .,mine
11777,this is my *desk* .,office
11778,this desk is *mine* .,my
11779,this is my *office* .,desk
11780,my father painted the *mailbox* red .,letterbox
11781,my father painted the *letterbox* red .,mailbox
11782,i *am* a cook .,'m
11783,i *'m* a cook .,am
11784,we *ought* to win .,need
11785,we *ought* to win .,have
11786,we *need* to win .,ought
11787,we *need* to win .,have
11788,we *have* to win .,ought
11789,we *have* to win .,need
11790,he thought that i *was* very tired .,'m
11791,he thought that i *'m* very tired .,was
11792,i have a *bad* toothache .,terrible
11793,i have a *terrible* toothache .,bad
11794,that 's *the* hotel .,a
11795,that *is* a hotel .,'s
11797,that *'s* a hotel .,is
11798,i was *walking* around the school .,marching
11799,i was *marching* around the school .,walking
11800,we are *studying* spanish .,learning
11801,we *are* studying spanish .,'re
11802,we are *learning* spanish .,studying
11803,we *are* learning spanish .,'re
11804,i *am* learning spanish .,'m
11805,i *'m* learning spanish .,am
11806,we *'re* learning spanish .,are
11807,we 're *learning* spanish .,studying
11808,we *'re* studying spanish .,are
11809,we 're *studying* spanish .,learning
11810,the dog is eating *its* food .,his
11811,the dog is eating *his* food .,its
11812,these glasses are *beautiful* .,cool
11813,these glasses are *cool* .,beautiful
11814,is mr. *al-obaid* here ?,al-abeed
11815,is mr. *al-abeed* here ?,al-obaid
11816,what 's the *weather* like there ?,climate
11817,what 's the *climate* there like ?,weather
11818,who *painted* it ?,drew
11819,who painted *it* ?,that
11820,who painted *it* ?,this
11821,who *drew* it ?,painted
11822,who painted *that* ?,it
11823,who painted *that* ?,this
11824,who painted *this* ?,it
11825,who painted *this* ?,that
11826,did you go *out* last night ?,anywhere
11827,did you go *anywhere* last night ?,out
11828,please call *me* a doctor .,in
11829,please call *in* a doctor .,me
11830,*call* a doctor .,get
11832,we need a *doctor* .,medic
11833,we need a *medic* .,doctor
11834,*get* a doctor .,call
11835,call *the* doctor .,a
11836,alcohol *damages* the liver .,destroys
11837,alcohol *destroys* the liver .,damages
11838,the decision is *not* yet final .,n't
11839,the decision has *not* yet been made .,n't
11840,the decision has *not* yet been made .,n't
11841,the decision has *n't* yet been made .,not
11842,the decision has *n't* been made yet .,not
11843,the decision is *n't* yet final .,not
11844,i do n't understand *the* question .,that
11845,i do n't understand *that* question .,the
11846,i watch *television* .,tv
11847,i 'm *just* watching tv .,now
11848,i 'm watching *tv* .,television
11849,i *'m* watching tv .,am
11850,i 'm watching tv *now* .,just
11851,i watch *tv* .,television
11852,i 'm watching *television* .,tv
11853,i *'m* watching television .,am
11854,i *am* watching television .,'m
11855,i am watching *television* .,tv
11856,i *am* watching tv .,'m
11857,i am watching *tv* .,television
11858,that was your *choice* .,decision
11859,that was your *decision* .,choice
11860,*clean* the mirror .,wash
11861,*wash* the mirror .,clean
11862,do n't *kid* yourself .,deceive
11863,do n't *kid* yourself .,fool
11864,do n't *kid* yourself .,delude
11865,do n't *deceive* yourself .,kid
11866,do n't *deceive* yourself .,fool
11867,do n't *deceive* yourself .,delude
11868,do n't *fool* yourself .,kid
11869,do n't *fool* yourself .,deceive
11870,do n't *fool* yourself .,delude
11871,do n't *delude* yourself .,kid
11872,do n't *delude* yourself .,deceive
11873,do n't *delude* yourself .,fool
11874,the decision is *not* final .,n't
11875,the decision is *n't* final .,not
11876,mari has been *in* hungary .,to
11877,mari has been *to* hungary .,in
11878,we are *happy* .,even
11879,we *are* happy .,'re
11880,we are *happy* .,content
11881,we are *even* .,happy
11882,we *are* even .,'re
11883,we are *even* .,content
11884,we *'re* even .,are
11885,we 're *even* .,good
11886,we 're *even* .,happy
11887,we 're *even* .,fine
11888,we 're *even* .,contented
11889,we 're *even* .,ok
11890,we 're *even* .,satisfied
11891,we 're *good* .,even
11892,we 're *good* .,happy
11893,we 're *good* .,fine
11894,we 're *good* .,contented
11895,we 're *good* .,ok
11896,we 're *good* .,satisfied
11897,we *can* do that .,could
11898,we can do *that* .,it
11899,we can do *that* .,this
11900,we can do *that* .,this
11901,we *can* do that .,might
11902,we *can* do that .,may
11903,we *'re* happy .,are
11904,we 're *happy* .,even
11905,we 're *happy* .,good
11906,we 're *happy* .,fine
11907,we 're *happy* .,contented
11908,we 're *happy* .,ok
11909,we 're *happy* .,satisfied
11910,we 're *fine* .,even
11911,we 're *fine* .,good
11912,we 're *fine* .,happy
11913,we 're *fine* .,contented
11914,we 're *fine* .,ok
11915,we 're *fine* .,satisfied
11916,we 'll *manage* .,survive
11917,we 'll *manage* .,pass
11918,we 'll *manage* .,succeed
11919,we 'll *survive* .,manage
11920,we 'll *survive* .,pass
11921,we 'll *survive* .,succeed
11922,we *'ll* survive .,will
11923,we 're *contented* .,even
11924,we 're *contented* .,good
11925,we 're *contented* .,happy
11926,we 're *contented* .,fine
11927,we 're *contented* .,ok
11928,we 're *contented* .,satisfied
11929,we 're *ok* .,even
11930,we 're *ok* .,good
11931,we 're *ok* .,happy
11932,we 're *ok* .,fine
11933,we 're *ok* .,contented
11934,we 're *ok* .,satisfied
11935,*you* 're satisfied .,we
11936,we 're *satisfied* .,even
11937,we 're *satisfied* .,good
11938,we 're *satisfied* .,happy
11939,we 're *satisfied* .,fine
11940,we 're *satisfied* .,contented
11941,we 're *satisfied* .,ok
11942,*we* 're satisfied .,you
11943,we 'll *pass* .,manage
11944,we 'll *pass* .,survive
11945,we 'll *pass* .,succeed
11946,we 'll *succeed* .,manage
11947,we 'll *succeed* .,survive
11948,we 'll *succeed* .,pass
11949,we *'ll* succeed .,will
11950,we 're doing *fine* .,well
11951,we 're doing *fine* .,ok
11952,we 're doing *well* .,fine
11953,we 're doing *well* .,ok
11954,we 'll be *fine* .,ok
11955,we 'll be *ok* .,fine
11956,we *will* make it .,can
11957,we *could* do that .,can
11958,we could do *that* .,this
11959,we *could* do that .,might
11960,we *could* do that .,may
11961,we could do *this* .,that
11962,we *could* do this .,can
11963,we *could* do this .,can
11964,we *will* succeed .,'ll
11965,we will *succeed* .,survive
11966,we can do *it* .,that
11967,we can *do* it .,make
11968,we can do *it* .,this
11969,we can do *it* .,this
11970,we 're doing *ok* .,fine
11971,we 're doing *ok* .,well
11972,we *can* make it .,will
11973,we can *make* it .,do
11974,we can do *this* .,that
11975,we *can* do this .,could
11976,we can do *this* .,it
11977,we *will* survive .,'ll
11978,we will *survive* .,succeed
11979,*this* we can do .,that
11980,this we *can* do .,could
11981,*this* we can do .,it
11982,we are *content* .,happy
11983,we are *content* .,even
11984,we could *have* done it .,'ve
11985,we *might* do that .,can
11986,we *might* do that .,could
11987,we *might* do that .,may
11988,we *may* do that .,can
11989,we *may* do that .,could
11990,we *may* do that .,might
11991,we could *'ve* done it .,have
11992,he lives somewhere *about* here .,around
11993,he lives somewhere *around* here .,about
11994,are you *trustworthy* ?,reliable
11995,are you *trustworthy* ?,dependable
11996,can we trust *her* ?,him
11997,can *we* trust her ?,you
11998,can we trust *her* ?,you
11999,can we trust *him* ?,her
12000,can *we* trust him ?,you
12001,can we trust *him* ?,you
12002,are you *reliable* ?,trustworthy
12003,are you *reliable* ?,dependable
12004,are you *dependable* ?,trustworthy
12005,are you *dependable* ?,reliable
12006,can *i* trust you ?,him
12007,can *i* trust you ?,her
12008,can *i* trust you ?,we
12009,can *he* be trusted ?,she
12010,is *he* reliable ?,she
12011,can *she* be trusted ?,he
12012,is *she* reliable ?,he
12013,can *you* trust him ?,we
12014,can you trust *him* ?,i
12015,can you trust *him* ?,her
12016,can you trust *him* ?,we
12017,can *you* trust her ?,we
12018,can you trust *her* ?,i
12019,can you trust *her* ?,him
12020,can you trust *her* ?,we
12021,can we trust *you* ?,her
12022,can we trust *you* ?,him
12023,can *we* trust you ?,i
12024,can *we* trust you ?,him
12025,can *we* trust you ?,her
12026,tom left the *door* open .,gate
12027,tom left the *gate* open .,door
12028,i *recognised* him immediately .,recognized
12029,i *recognised* him immediately .,identified
12030,i *recognized* him immediately .,recognised
12031,i *recognized* him immediately .,identified
12032,i *identified* him immediately .,recognised
12033,i *identified* him immediately .,recognized
12034,have you ever *travelled* alone ?,traveled
12035,have you ever *traveled* alone ?,travelled
12036,your dog is *here* .,this
12037,your dog *is* here .,'s
12038,*this* is your dog .,here
12039,this is *your* dog .,yours
12040,this dog is *yours* .,your
12041,the dog is *his* .,hers
12042,the dog is *his* .,theirs
12043,the dog is *hers* .,his
12044,the dog is *hers* .,theirs
12045,the dog is *theirs* .,his
12046,the dog is *theirs* .,hers
12047,here *'s* your dog .,is
12048,is *this* pure gold ?,that
12049,is *that* pure gold ?,this
12050,is there a bank *near* here ?,nearby
12051,is there a bank *nearby* here ?,near
12052,he broke *the* window .,a
12053,he broke *a* window .,the
12054,she *'s* a girl .,is
12055,she *is* a girl .,'s
12056,tell us something we *did* n't know .,do
12057,tell us something we *do* n't know .,did
12058,i have a *burning* pain here .,sharp
12059,i have a *burning* pain here .,stinging
12060,i have a *burning* pain here .,pricking
12061,i have a *burning* pain here .,throbbing
12062,i have a *sharp* pain here .,burning
12063,i have a *sharp* pain here .,stinging
12064,i have a *sharp* pain here .,pricking
12065,i have a *sharp* pain here .,throbbing
12066,i have a *stinging* pain here .,burning
12067,i have a *stinging* pain here .,sharp
12068,i have a *stinging* pain here .,pricking
12069,i have a *stinging* pain here .,throbbing
12070,i have a *pricking* pain here .,burning
12071,i have a *pricking* pain here .,sharp
12072,i have a *pricking* pain here .,stinging
12073,i have a *pricking* pain here .,throbbing
12074,i have a *throbbing* pain here .,burning
12075,i have a *throbbing* pain here .,sharp
12076,i have a *throbbing* pain here .,stinging
12077,i have a *throbbing* pain here .,pricking
12078,i was n't expecting *this* to happen .,that
12079,i was n't expecting *that* to happen .,this
12080,the *train* stopped .,automobile
12081,the *train* stopped .,car
12082,the *automobile* stopped .,train
12083,the *automobile* stopped .,car
12084,the *car* stopped .,train
12085,the *car* stopped .,automobile
12086,tom answered *the* phone .,his
12087,tom answered the *phone* .,telephone
12088,tom answered *his* phone .,the
12089,tom answered the *telephone* .,phone
12090,how do you pronounce *your* name ?,his
12091,how do you pronounce *your* name ?,her
12092,how do you *pronounce* your name ?,say
12093,how do you pronounce *his* name ?,your
12094,how do you pronounce *his* name ?,her
12095,how do you pronounce *her* name ?,your
12096,how do you pronounce *her* name ?,his
12097,how is *her* surname pronounced ?,his
12098,how is *her* surname pronounced ?,your
12099,how is *his* surname pronounced ?,her
12100,how is *his* surname pronounced ?,your
12101,how is *your* surname pronounced ?,her
12102,how is *your* surname pronounced ?,his
12103,how is your *surname* pronounced ?,name
12104,how is your *name* pronounced ?,surname
12105,how do you *say* your name ?,pronounce
12106,consider *yourself* lucky .,yourselves
12107,consider *yourselves* lucky .,yourself
12108,*are* you afraid ?,'re
12109,are you *afraid* ?,brothers
12110,are you *afraid* ?,frightened
12111,are you *afraid* ?,scared
12112,are you *afraid* ?,sisters
12113,are you *afraid* ?,siblings
12114,you *'re* afraid ?,are
12115,are you *brothers* ?,afraid
12116,are you *brothers* ?,frightened
12117,are you *brothers* ?,scared
12118,are you *brothers* ?,sisters
12119,are *you* brothers ?,they
12120,are you *brothers* ?,siblings
12121,are you *frightened* ?,afraid
12122,are you *frightened* ?,brothers
12123,are you *frightened* ?,scared
12124,are you *frightened* ?,sisters
12125,*are* you frightened ?,were
12126,are you *frightened* ?,siblings
12127,are you *scared* ?,afraid
12128,are you *scared* ?,brothers
12129,are you *scared* ?,frightened
12130,are you *scared* ?,sisters
12131,*are* you sc*are*d ?,were
12132,are you *scared* ?,siblings
12133,are you *sisters* ?,afraid
12134,are you *sisters* ?,brothers
12135,are you *sisters* ?,frightened
12136,are you *sisters* ?,scared
12137,are *you* sisters ?,they
12138,are you *sisters* ?,siblings
12139,*were* you scared ?,are
12140,were you *scared* ?,frightened
12141,*were* you frightened ?,are
12142,were you *frightened* ?,scared
12143,are *they* brothers ?,you
12144,are they *brothers* ?,sisters
12145,are *they* sisters ?,you
12146,are they *sisters* ?,brothers
12147,are you *siblings* ?,afraid
12148,are you *siblings* ?,brothers
12149,are you *siblings* ?,frightened
12150,are you *siblings* ?,scared
12151,are you *siblings* ?,sisters
12152,he knows *neither* of us .,none
12153,he knows *none* of us .,neither
12154,we must stop *this* .,them
12155,we must stop *this* .,her
12156,we must stop *them* .,this
12157,we must stop *them* .,her
12158,we must stop *her* .,this
12159,we must stop *her* .,them
12160,i am *now* learning esperanto .,currently
12161,i am *currently* learning esperanto .,now
12162,the bear *is* eating an apple .,was
12163,the bear *was* eating an apple .,is
12164,*do* you have needle and thread ?,got
12165,have you *got* needle and thread ?,do
12166,this tape recorder is *not* new .,n't
12167,this tape recorder is *n't* new .,not
12168,the train has *already* left .,just
12169,the train has *just* left .,already
12170,do n't throw this *paper* away !,newspaper
12171,do n't throw away this *newspaper* !,paper
12172,we swam *in* the lake .,by
12173,we swam *by* the lake .,in
12174,i *like* working .,enjoy
12175,i *enjoy* working .,like
12176,she *likes* to run .,loves
12177,she *loves* to run .,likes
12178,he *is* from france .,comes
12179,*he* is french .,she
12180,*she* is french .,he
12181,he *comes* from france .,is
12182,anyone can do *that* .,it
12183,anyone *can* do that .,could
12184,anyone can do *it* .,that
12185,anybody *could* do this .,can
12186,anyone *could* do that .,can
12187,anybody *can* do this .,could
12188,*will* you sing ?,do
12189,*do* you sing ?,will
12190,are n't you *happy* ?,pleased
12191,are n't you *happy* ?,glad
12192,are n't you *happy* ?,satisfied
12193,are n't you *pleased* ?,happy
12194,are n't you *pleased* ?,glad
12195,are n't you *pleased* ?,satisfied
12196,are n't you *glad* ?,happy
12197,are n't you *glad* ?,pleased
12198,are n't you *glad* ?,satisfied
12199,are n't you *satisfied* ?,happy
12200,are n't you *satisfied* ?,pleased
12201,are n't you *satisfied* ?,glad
12202,he *reached* his goal at last .,attained
12203,at last he *attained* his goal .,reached
12204,do n't stand *by* me .,near
12205,do n't stand *near* me .,by
12206,*she* 's wearing sunglasses .,he
12207,*he* wears glasses .,she
12208,*he* 's wearing sunglasses .,she
12209,*she* wears glasses .,he
12210,my name *is* henry .,'s
12211,my name *'s* henry .,is
12212,is it *rainy* ?,raining
12213,is it *raining* ?,rainy
12214,*is* it raining ?,'s
12215,it *'s* raining ?,is
12216,is *dinner* ready ?,lunch
12217,is *lunch* ready ?,dinner
12218,my watch needs *mending* .,repairing
12219,my watch needs *repairing* .,mending
12220,he works in the *automobile* industry .,car
12221,he works in the *car* industry .,automobile
12222,i do n't *remember* what happened .,know
12223,i do n't know what *'s* going on .,was
12224,i do n't *know* what happened .,remember
12225,i do n't know what *was* going on .,'s
12226,tom hates *you* .,it
12227,tom ca n't *stand* it .,bear
12228,tom ca n't *bear* it .,stand
12229,tom hates *it* .,you
12230,tom *burst* out crying .,was
12231,tom *began* to cry .,started
12232,tom began to *cry* .,shout
12233,tom *started* crying .,was
12234,tom *started* crying .,is
12235,tom *started* crying .,'s
12236,tom *started* crying .,began
12237,tom started *crying* .,groaning
12238,tom started *crying* .,screaming
12239,tom started *crying* .,sobbing
12240,tom started *crying* .,whimpering
12241,tom started *crying* .,whining
12242,tom started *crying* .,yelling
12243,tom *was* crying .,started
12244,tom *was* crying .,is
12245,tom *was* crying .,'s
12246,tom *was* crying .,began
12247,tom was *crying* .,screaming
12248,tom was *crying* .,shouting
12249,tom was *crying* .,sobbing
12250,tom was *crying* .,moaning
12251,tom was *crying* .,yelling
12252,tom *wept* .,sighed
